Channel Number,Receive Frequency,Transmit Frequency,Offset Frequency,Offset Direction,Operating Mode,Name,Show Name,Tone Mode,CTCSS,DCS,Tx Power,Skip,Step,Clock Shift,Comment,User CTCSS
1,145.11500,144.51500,600 kHz,Minus,Auto,W0PHC F,Large,Tone,88.5 Hz,023,Low,Off,Auto,Off,8 191 CO Pueblo Pueblo W0PHC,1500 Hz
2,145.11500,144.51500,600 kHz,Minus,Auto,W0UPS FE,Large,T Sql,100.0 Hz,023,Low,Off,Auto,Off,8 123 CO Larimer Fort Collins Horsetooth Mountain W0UPS,1500 Hz
3,145.13000,144.53000,600 kHz,Minus,Auto,KB0VJJ F,Large,Tone,88.5 Hz,023,Low,Off,Auto,Off,8 37 CO El Paso Colorado Springs Cheyenne Mountain KB0VJJ,1500 Hz
4,145.14500,144.54500,600 kHz,Minus,Auto,W0CRA F,Large,T Sql,107.2 Hz,023,Low,Off,Auto,Off,8 107 CO Clear Creek Idaho Springs Squaw Mountain W0CRA,1500 Hz
5,145.16000,144.56000,600 kHz,Minus,Auto,KB0VJJ F,Large,Tone,88.5 Hz,023,Low,Off,Auto,Off,8 244 CO Jackson Walden Peterson Ridge KB0VJJ,1500 Hz
6,145.16000,144.56000,600 kHz,Minus,Auto,W0CRA FEI,Large,T Sql,107.2 Hz,023,Low,Off,Auto,Off,8 38 CO El Paso Colorado Springs Cheyenne Mountain W0CRA,1500 Hz
7,145.17500,144.57500,600 kHz,Minus,Auto,W0RRZ FI,Large,Tone,107.2 Hz,023,Low,Off,Auto,Off,8 147 CO Mesa Grand Junction GJT W0RRZ,1500 Hz
8,145.19000,144.59000,600 kHz,Minus,Auto,N0OBA F,Large,T Sql,131.8 Hz,023,Low,Off,Auto,Off,8 8741 CO Arapahoe Aurora N0OBA,1500 Hz
9,145.22000,144.62000,600 kHz,Minus,Auto,KE0TY F,Large,Tone,107.2 Hz,023,Low,Off,Auto,Off,8 8167 CO Mesa Grand Junction KE0TY,1500 Hz
10,145.26500,144.66500,600 kHz,Minus,Auto,KB0SRJ Y,Large,Tone,100.0 Hz,023,Low,Off,Auto,Off,8 39 CO El Paso Colorado Springs ~2 mi ENE USAFA North Gate KB0SRJ,1500 Hz
