Channel Number,Receive Frequency,Transmit Frequency,Offset Frequency,Offset Direction,Operating Mode,Name,Show Name,Tone Mode,CTCSS,DCS,Tx Power,Skip,Step,Clock Shift,Comment,User CTCSS
11,145.26500,144.66500,600 kHz,Minus,Auto,WD0HAM F,Large,Tone,107.2 Hz,023,Low,Off,Auto,Off,8 3740 CO Moffat Craig WD0HAM,1500 Hz
12,145.28000,144.68000,600 kHz,Minus,Auto,KE0SJ F,Large,Tone,100.0 Hz,023,Low,Off,Auto,Off,8 140 CO Jefferson Golden Centennial Cone KE0SJ,1500 Hz
13,145.28000,144.68000,600 kHz,Minus,Auto,WB0SLW F,Large,T Sql,100.0 Hz,023,Low,Off,Auto,Off,8 18707 CO Pueblo Pueblo WB0SLW,1500 Hz
14,145.29500,144.69500,600 kHz,Minus,Auto,WA0JTB F,Large,Tone,100.0 Hz,023,Low,Off,Auto,Off,8 238 CO Logan Sterling CO WA0JTB,1500 Hz
15,145.29500,144.69500,600 kHz,Minus,Auto,KC0CVU F,Large,Tone,107.2 Hz,023,Low,Off,Auto,Off,8 203 CO Chaffee Salida Methodist Mountain KC0CVU,1500 Hz
16,145.31000,144.71000,600 kHz,Minus,Auto,KB0VJJ F,Large,Tone,88.5 Hz,023,Low,Off,Auto,Off,8 72 CO Gilpin Boulder Thorodin Mountain KB0VJJ,1500 Hz
17,145.32500,144.72500,600 kHz,Minus,Auto,KD0MRC F,Large,Tone,100.0 Hz,023,Low,Off,Auto,Off,8 16739 CO Chaffee Maysville KD0MRC,1500 Hz
18,145.34000,144.74000,600 kHz,Minus,Auto,KE4GUQ FI,Large,Tone,103.5 Hz,023,Low,Off,Auto,Off,8 73 CO Jefferson Evergreen KE4GUQ,1500 Hz
19,145.35500,144.75500,600 kHz,Minus,Auto,KB0VJJ F,Large,Tone,88.5 Hz,023,Low,Off,Auto,Off,8 149 CO Mesa Grand Junction Grand Mesa KB0VJJ,1500 Hz
20,145.35500,144.75500,600 kHz,Minus,Auto,N0JPX FI,Large,Tone,100.0 Hz,023,Low,Off,Auto,Off,8 168 CO Huerfano La Veta N0JPX,1500 Hz
21,145.40000,144.80000,600 kHz,Minus,Auto,KB0VJJ F,Large,Tone,88.5 Hz,023,Low,Off,Auto,Off,8 2 CO Washington Akron KB0VJJ,1500 Hz
22,145.40000,144.80000,600 kHz,Minus,Auto,KB0UDD F,Large,Tone,100.0 Hz,023,Low,Off,Auto,Off,8 5 CO Arapahoe Aurora Smoky Hill KB0UDD,1500 Hz
23,145.41500,144.81500,600 kHz,Minus,Auto,KA0WUC F,Large,Tone,179.9 Hz,023,Low,Off,Auto,Off,8 249 CO Teller Woodland Park KA0WUC,1500 Hz
24,145.43000,144.83000,600 kHz,Minus,Auto,WA6IFI F,Large,Tone,107.2 Hz,023,Low,Off,Auto,Off,8 239 CO Las Animas Trinidad Raton Pass WA6IFI,1500 Hz
25,145.44500,144.84500,600 kHz,Minus,Auto,KB0VJJ F,Large,Tone,88.5 Hz,023,Low,Off,Auto,Off,8 172 CO Lake Leadville Mosquito Pass KB0VJJ,1500 Hz
26,145.46000,144.86000,600 kHz,Minus,Auto,WB0WDF F,Large,Tone,67.0 Hz,023,Low,Off,Auto,Off,8 64 CO Teller Cripple Creek WB0WDF,1500 Hz
27,145.46000,144.86000,600 kHz,Minus,Auto,W0CRA FEI,Large,T Sql,107.2 Hz,023,Low,Off,Auto,Off,8 8 CO Boulder Boulder Eldorado Mountain W0CRA,1500 Hz
28,145.47500,144.87500,600 kHz,Minus,Auto,KE0SJ F,Large,Tone,100.0 Hz,023,Low,Off,Auto,Off,8 75 CO Jefferson Boulder Blue Mountain KE0SJ,1500 Hz
29,145.47500,144.87500,600 kHz,Minus,Auto,WD0BQM F,Large,None,100.0 Hz,023,Low,Off,Auto,Off,31 57 NE Scotts Bluff Scottsbluff WD0BQM,1500 Hz
30,145.49000,144.89000,600 kHz,Minus,Auto,W0TX F,Large,T Sql,100.0 Hz,023,Low,Off,Auto,Off,8 76 CO Jefferson Idaho Springs Centennial Cone W0TX,1500 Hz
31,145.49000,144.89000,600 kHz,Minus,Auto,WD0EKR F,Large,T Sql,103.5 Hz,023,Low,Off,Auto,Off,8 30 CO Fremont Canon City Fremont Peak WD0EKR,1500 Hz
32,145.56250,145.56250,,Simplex,Auto,Fusion Simplex ,Large,None,100.0 Hz,023,Low,Off,Auto,Off,Fusion Simplex,1500 Hz
33,146.40000,146.40000,,Simplex,Auto,FM Simplex ,Large,None,100.0 Hz,023,Low,Off,Auto,Off,FM Simplex,1500 Hz
34,146.41500,146.41500,,Simplex,Auto,FM Simplex ,Large,None,100.0 Hz,023,Low,Off,Auto,Off,FM Simplex,1500 Hz
35,146.43000,146.43000,,Simplex,Auto,FM Simplex ,Large,None,100.0 Hz,023,Low,Off,Auto,Off,FM Simplex,1500 Hz
36,146.44500,146.44500,,Simplex,Auto,AG0N FI,Large,T Sql,88.5 Hz,023,Low,Off,Auto,Off,31 11355 NE Scotts Bluff Scottsbluff AG0N,1500 Hz
37,146.44500,146.44500,,Simplex,Auto,FM Simplex ,Large,None,100.0 Hz,023,Low,Off,Auto,Off,FM Simplex,1500 Hz
38,146.46000,146.46000,,Simplex,Auto,FM Simplex ,Large,None,100.0 Hz,023,Low,Off,Auto,Off,FM Simplex,1500 Hz
39,146.47500,146.47500,,Simplex,Auto,FM Simplex ,Large,None,100.0 Hz,023,Low,Off,Auto,Off,FM Simplex,1500 Hz
40,146.49000,146.49000,,Simplex,Auto,FM Simplex ,Large,None,100.0 Hz,023,Low,Off,Auto,Off,FM Simplex,1500 Hz
41,146.50500,146.50500,,Simplex,Auto,FM Simplex ,Large,None,100.0 Hz,023,Low,Off,Auto,Off,FM Simplex,1500 Hz
42,146.52000,146.52000,,Simplex,Auto,FM Calling ,Large,None,100.0 Hz,023,Low,Off,Auto,Off,FM Calling,1500 Hz
43,146.53500,146.53500,,Simplex,Auto,FM Simplex ,Large,None,100.0 Hz,023,Low,Off,Auto,Off,FM Simplex,1500 Hz
44,146.55000,146.55000,,Simplex,Auto,FM Simplex ,Large,None,100.0 Hz,023,Low,Off,Auto,Off,FM Simplex,1500 Hz
45,146.56500,146.56500,,Simplex,Auto,FM Simplex ,Large,None,100.0 Hz,023,Low,Off,Auto,Off,FM Simplex,1500 Hz
46,146.58000,146.58000,,Simplex,Auto,FM Simplex ,Large,None,100.0 Hz,023,Low,Off,Auto,Off,FM Simplex,1500 Hz
47,146.59500,146.59500,,Simplex,Auto,FM Simplex ,Large,None,100.0 Hz,023,Low,Off,Auto,Off,FM Simplex,1500 Hz
48,146.61000,146.01000,600 kHz,Minus,Auto,W0DK FI,Large,Tone,100.0 Hz,023,Low,Off,Auto,Off,8 13 CO Boulder Boulder W0DK,1500 Hz
49,146.61000,146.01000,600 kHz,Minus,Auto,N7UW Y,Large,None,100.0 Hz,023,Low,Off,Auto,Off,56 76 WY Albany Laramie University N7UW,1500 Hz
50,146.61000,146.01000,600 kHz,Minus,Auto,K0RV F,Large,Tone,107.2 Hz,023,Low,Off,Auto,Off,8 256 CO Eagle Vail Bald Mountain K0RV,1500 Hz
51,146.61000,146.01000,600 kHz,Minus,Auto,N0LAR FEI,Large,T Sql,123.0 Hz,023,Low,Off,Auto,Off,8 3794 CO Prowers Lamar 4 Miles East of Lamar N0LAR,1500 Hz
52,146.62500,146.02500,600 kHz,Minus,Auto,W0UPS F,Large,T Sql,100.0 Hz,023,Low,Off,Auto,Off,8 246 CO Larimer Fort Collins Buckhorn Mountain W0UPS,1500 Hz
53,146.64000,146.04000,600 kHz,Minus,Auto,N0KM FL,Large,T Sql,77.0 Hz,023,Low,Off,Auto,Off,8 14200 CO Rio Grande Center N0KM,1500 Hz
54,146.64000,146.04000,600 kHz,Minus,Auto,N0PUF F,Large,Tone,100.0 Hz,023,Low,Off,Auto,Off,8 77 CO Jefferson Golden Centennial Cone N0PUF,1500 Hz
55,146.64000,146.04000,600 kHz,Minus,Auto,KZ0DEM F,Large,T Sql,100.0 Hz,023,Low,Off,Auto,Off,8 3792 CO Las Animas Pritchett Tator Butte KZ0DEM,1500 Hz
56,146.65500,146.05500,600 kHz,Minus,Auto,K0ST F,Large,Tone,123.0 Hz,023,Low,Off,Auto,Off,8 192 CO Pueblo Pueblo Pueblo K0ST,1500 Hz
57,146.67000,146.07000,600 kHz,Minus,Auto,KB0UDD F,Large,T Sql,100.0 Hz,023,Low,Off,Auto,Off,8 78 CO Clear Creek Idaho Springs Squaw Mountain KB0UDD,1500 Hz
58,146.67000,146.07000,600 kHz,Minus,Auto,K0CL F,Large,Tone,107.2 Hz,023,Low,Off,Auto,Off,8 211 CO Pitkin Snowmass Village K0CL,1500 Hz
59,146.68500,146.08500,600 kHz,Minus,Auto,NX0G F,Large,T Sql,107.2 Hz,023,Low,Off,Auto,Off,8 169 CO Park Lake George Badger Mountain NX0G,1500 Hz
60,146.68500,146.08500,600 kHz,Minus,Auto,N0FH FEI,Large,T Sql,123.0 Hz,023,Low,Off,Auto,Off,8 119 CO Larimer Estes Park N0FH,1500 Hz
61,146.70000,146.10000,600 kHz,Minus,Auto,W0DK F,Large,Tone,100.0 Hz,023,Low,Off,Auto,Off,8 14 CO Boulder Boulder Table Mountain W0DK,1500 Hz
62,146.70000,146.10000,600 kHz,Minus,Auto,WB0QMR FI,Large,Tone,107.2 Hz,023,Low,Off,Auto,Off,8 23 CO Summit Breckenridge WB0QMR,1500 Hz
63,146.70000,146.10000,600 kHz,Minus,Auto,N7RON FI,Large,Tone,162.2 Hz,023,Low,Off,Auto,Off,56 5791 WY Carbon Rawlins N7RON,1500 Hz
64,146.71500,146.11500,600 kHz,Minus,Auto,N0JXN F,Large,T Sql,123.0 Hz,023,Low,Off,Auto,Off,8 79 CO Denver Denver N0JXN,1500 Hz
65,146.73000,146.13000,600 kHz,Minus,Auto,W0PHC F,Large,Tone,88.5 Hz,023,Low,Off,Auto,Off,8 247 CO Huerfano Walsenburg N Rattlesnake Butte W0PHC,1500 Hz
66,146.73000,146.13000,600 kHz,Minus,Auto,K0DK FE,Large,T Sql,91.5 Hz,023,Low,Off,Auto,Off,8 15 CO Boulder Boulder K0DK,1500 Hz
67,146.73000,146.13000,600 kHz,Minus,Auto,KF7BR F,Large,None,100.0 Hz,023,Low,Off,Auto,Off,56 42 WY Goshen Torrington KF7BR,1500 Hz
68,146.74500,146.14500,600 kHz,Minus,Auto,W0LSD F,Large,Tone,100.0 Hz,023,Low,Off,Auto,Off,8 184 CO Chaffee Nathrop W0LSD,1500 Hz
69,146.76000,146.16000,600 kHz,Minus,Auto,W0IA F,Large,Tone,100.0 Hz,023,Low,Off,Auto,Off,8 16 CO Boulder Boulder Gunbarrel Hill W0IA,1500 Hz
70,146.76000,146.16000,600 kHz,Minus,Auto,KC0CVU F,Large,T Sql,107.2 Hz,023,Low,Off,Auto,Off,8 41 CO El Paso Colorado Springs Cheyenne Mountain KC0CVU,1500 Hz
71,146.76000,146.16000,600 kHz,Minus,Auto,N0SWE FE,Large,Tone,107.2 Hz,023,Low,Off,Auto,Off,8 200 CO Garfield Rifle N0SWE,1500 Hz
72,146.76000,146.16000,600 kHz,Minus,Auto,N0UGO FEI,Large,Tone,123.0 Hz,023,Low,Off,Auto,Off,31 11025 NE Keith Ogallala N0UGO,1500 Hz
73,146.77500,146.17500,600 kHz,Minus,Auto,KC7SNO F,Large,Tone,114.8 Hz,023,Low,Off,Auto,Off,56 27 WY Laramie Cheyenne Denver Hill KC7SNO,1500 Hz
74,146.79000,146.19000,600 kHz,Minus,Auto,W0PHC F,Large,Tone,88.5 Hz,023,Low,Off,Auto,Off,8 193 CO Pueblo Pueblo Baculite Mesa W0PHC,1500 Hz
75,146.79000,146.19000,600 kHz,Minus,Auto,KD5OPD F,Large,T Sql,107.2 Hz,023,Low,Off,Auto,Off,8 7953 CO Montrose Montrose KD5OPD,1500 Hz
76,146.82000,146.22000,600 kHz,Minus,Auto,NX0G F,Large,Tone,107.2 Hz,023,Low,Off,Auto,Off,8 250 CO Teller Woodland Park NX0G,1500 Hz
77,146.82000,146.22000,600 kHz,Minus,Auto,KC7SNO F,Large,Tone,114.8 Hz,023,Low,Off,Auto,Off,56 9 WY Albany Laramie Beacon Hill KC7SNO,1500 Hz
78,146.82000,146.22000,600 kHz,Minus,Auto,KA0YDW F,Large,Tone,123.0 Hz,023,Low,Off,Auto,Off,8 145 CO Grand Granby KA0YDW,1500 Hz
79,146.85000,146.25000,600 kHz,Minus,Auto,KB0VJJ F,Large,Tone,88.5 Hz,023,Low,Off,Auto,Off,8 129 CO Garfield Glenwood Springs Sunlight Peak KB0VJJ,1500 Hz
80,146.85000,146.25000,600 kHz,Minus,Auto,W0UPS F,Large,T Sql,100.0 Hz,023,Low,Off,Auto,Off,8 156 CO Weld Greeley UNC W0UPS,1500 Hz
81,146.85000,146.25000,600 kHz,Minus,Auto,AD0TP F,Large,Tone,156.7 Hz,023,Low,Off,Auto,Off,8 42 CO El Paso Colorado Springs AD0TP,1500 Hz
82,146.88000,146.28000,600 kHz,Minus,Auto,N0PUF F,Large,Tone,100.0 Hz,023,Low,Off,Auto,Off,8 80 CO Jefferson Centennial Warren Mountain N0PUF,1500 Hz
83,146.88000,146.28000,600 kHz,Minus,Auto,WA7SNU F,Large,None,100.0 Hz,023,Low,Off,Auto,Off,56 47 WY Platte Wheatland WA7SNU,1500 Hz
84,146.88000,146.28000,600 kHz,Minus,Auto,KI0G F,Large,Tone,107.2 Hz,023,Low,Off,Auto,Off,8 130 CO Garfield Glenwood Springs Sunlight Peak KI0G,1500 Hz
85,146.89500,146.29500,600 kHz,Minus,Auto,AB0PC FL,Large,T Sql,100.0 Hz,023,Low,Off,Auto,Off,8 7 CO Park Bailey Dick Mountain AB0PC,1500 Hz
86,146.89500,146.29500,600 kHz,Minus,Auto,KE0AE FE,Large,Tone,103.5 Hz,023,Low,Off,Auto,Off,8 122 CO Kit Carson Stratton KE0AE,1500 Hz
87,146.91000,146.31000,600 kHz,Minus,Auto,KC0UUX F,Large,T Sql,107.2 Hz,023,Low,Off,Auto,Off,8 12442 CO Montrose Montrose KC0UUX,1500 Hz
88,146.91000,146.31000,600 kHz,Minus,Auto,W0JZ F,Large,Tone,123.0 Hz,023,Low,Off,Auto,Off,8 13368 CO Boulder Gold Hill W0JZ,1500 Hz
89,146.91000,146.31000,600 kHz,Minus,Auto,K0IRP F,Large,T Sql,151.4 Hz,023,Low,Off,Auto,Off,8 43 CO El Paso Colorado Springs K0IRP,1500 Hz
90,146.92500,146.32500,600 kHz,Minus,Auto,WA0JS F,Large,None,100.0 Hz,023,Low,Off,Auto,Off,8 63 CO Mineral Creede WA0JS,1500 Hz
91,146.94000,146.34000,600 kHz,Minus,Auto,W0WYX F,Large,T Sql,103.5 Hz,023,Low,Off,Auto,Off,8 81 CO Clear Creek Idaho Springs Squaw Mountain W0WYX,1500 Hz
92,146.95500,146.35500,600 kHz,Minus,Auto,N0JUN F,Large,None,100.0 Hz,023,Low,Off,Auto,Off,8 163 CO Phillips Holyoke N0JUN,1500 Hz
93,146.97000,146.37000,600 kHz,Minus,Auto,KB0SRJ F,Large,Tone,100.0 Hz,023,Low,Off,Auto,Off,8 44 CO El Paso Colorado Springs Pikes Peak KB0SRJ,1500 Hz
94,146.98500,146.38500,600 kHz,Minus,Auto,K0FEZ FI,Large,T Sql,100.0 Hz,023,Low,Off,Auto,Off,8 82 CO Denver Golden Centennial Cone K0FEZ,1500 Hz
95,147.00000,147.60000,600 kHz,Plus,Auto,KC0KWD YI,Large,Tone,100.0 Hz,023,Low,Off,Auto,Off,8 157 CO Weld LaSalle KC0KWD,1500 Hz
96,147.00000,146.40000,600 kHz,Minus,Auto,N0NEB F,Large,Tone,103.5 Hz,023,Low,Off,Auto,Off,31 58 NE Banner Harrisburg N0NEB,1500 Hz
97,147.01500,147.61500,600 kHz,Plus,Auto,N2VHZ FE,Large,None,100.0 Hz,023,Low,Off,Auto,Off,31 10450 NE Box Butte Alliance N2VHZ,1500 Hz
98,147.01500,147.61500,600 kHz,Plus,Auto,NX0G F,Large,Tone,107.2 Hz,023,Low,Off,Auto,Off,8 65 CO Teller Cripple Creek NX0G,1500 Hz
99,147.01500,147.61500,600 kHz,Plus,Auto,N7UW YE,Large,Tone,146.2 Hz,023,Low,Off,Auto,Off,56 15436 WY Albany Laramie Jelm Mountain N7UW,1500 Hz
100,147.04500,147.64500,600 kHz,Plus,Auto,K0ML F,Large,Tone,123.0 Hz,023,Low,Off,Auto,Off,8 185 CO Adams Northglenn K0ML,1500 Hz
101,147.06000,147.66000,600 kHz,Plus,Auto,KB0TUC F,Large,T Sql,77.0 Hz,023,Low,Off,Auto,Off,8 7189 CO Custer Westcliffe KB0TUC,1500 Hz
102,147.06000,147.66000,600 kHz,Plus,Auto,KE0AE FL,Large,Tone,103.5 Hz,023,Low,Off,Auto,Off,8 128 CO Lincoln Genoa KE0AE,1500 Hz
103,147.07500,147.67500,600 kHz,Plus,Auto,KB0VJJ F,Large,Tone,88.5 Hz,023,Low,Off,Auto,Off,8 166 CO Grand Kremmling Santoy Peak KB0VJJ,1500 Hz
104,147.07500,147.67500,600 kHz,Plus,Auto,N0NEB F,Large,None,100.0 Hz,023,Low,Off,Auto,Off,31 59 NE Scotts Bluff Scottsbluff N0NEB,1500 Hz
105,147.07500,147.67500,600 kHz,Plus,Auto,N0XLF FE,Large,T Sql,131.8 Hz,023,Low,Off,Auto,Off,8 8740 CO Douglas Palmer Lake Monument Hill N0XLF,1500 Hz
106,147.09000,147.69000,600 kHz,Plus,Auto,KZ0DEM F,Large,T Sql,118.8 Hz,023,Low,Off,Auto,Off,8 8174 CO Baca Springfield KZ0DEM,1500 Hz
107,147.10500,147.70500,600 kHz,Plus,Auto,KC7SNO F,Large,T Sql,91.5 Hz,023,Low,Off,Auto,Off,56 26 WY Laramie Cheyenne North Park KC7SNO,1500 Hz
108,147.10500,147.70500,600 kHz,Plus,Auto,K0SSI F,Large,None,100.0 Hz,023,Low,Off,Auto,Off,8 8175 CO Mesa Grand Junction K0SSI,1500 Hz
109,147.10500,147.70500,600 kHz,Plus,Auto,WA0DE F,Large,T Sql,107.2 Hz,023,Low,Off,Auto,Off,8 12167 CO Elbert Simla WA0DE,1500 Hz
110,147.12000,147.72000,600 kHz,Plus,Auto,N0ARA F,Large,T Sql,88.5 Hz,023,Low,Off,Auto,Off,8 59 CO Jefferson Critchell Critchell Mountain N0ARA,1500 Hz
111,147.12000,147.72000,600 kHz,Plus,Auto,W0VTL F,Large,None,100.0 Hz,023,Low,Off,Auto,Off,8 160 CO Gunnison Gunnison W0VTL,1500 Hz
112,147.13500,147.73500,600 kHz,Plus,Auto,AA0L F,Large,Tone,100.0 Hz,023,Low,Off,Auto,Off,8 8176 CO El Paso Colorado Springs AA0L,1500 Hz
113,147.15000,147.75000,600 kHz,Plus,Auto,W0CBI F,Large,T Sql,100.0 Hz,023,Low,Off,Auto,Off,8 133 CO Jefferson Golden Guy Hill W0CBI,1500 Hz
114,147.16500,147.76500,600 kHz,Plus,Auto,KC7SNO F,Large,Tone,114.8 Hz,023,Low,Off,Auto,Off,56 28 WY Laramie Albin KC7SNO,1500 Hz
115,147.19500,147.79500,600 kHz,Plus,Auto,W0LRA F,Large,Tone,100.0 Hz,023,Low,Off,Auto,Off,8 179 CO Larimer Loveland Namaqua Hill W0LRA,1500 Hz
116,147.19500,147.79500,600 kHz,Plus,Auto,KC0QXX F,Large,Tone,107.2 Hz,023,Low,Off,Auto,Off,8 3745 CO Delta Cedaredge Cedar Mesa KC0QXX,1500 Hz
117,147.21000,147.81000,600 kHz,Plus,Auto,KD0SSP FI,Large,T Sql,100.0 Hz,023,Low,Off,Auto,Off,8 9775 CO Jefferson Lakewood Moffat Treatment Plant KD0SSP,1500 Hz
118,147.21000,147.81000,600 kHz,Plus,Auto,KD0H F,Large,T Sql,107.2 Hz,023,Low,Off,Auto,Off,8 237 CO Routt Steamboat Springs KD0H,1500 Hz
119,147.22500,147.82500,600 kHz,Plus,Auto,W0CRA FEI,Large,T Sql,107.2 Hz,023,Low,Off,Auto,Off,8 83 CO Douglas Larkspur Westcreek W0CRA,1500 Hz
120,147.24000,147.84000,600 kHz,Plus,Auto,N7GCR F,Large,Tone,100.0 Hz,023,Low,Off,Auto,Off,56 29 WY Carbon Rawlins Elk Mountain N7GCR,1500 Hz
121,147.24000,147.84000,600 kHz,Plus,Auto,KJ0T F,Large,Tone,103.5 Hz,023,Low,Off,Auto,Off,8 3747 CO Pueblo Pueblo KJ0T,1500 Hz
122,147.24000,147.84000,600 kHz,Plus,Auto,N0ZSN F,Large,T Sql,156.7 Hz,023,Low,Off,Auto,Off,8 10827 CO Lake Leadville Quail Mountain N0ZSN,1500 Hz
123,147.27000,147.87000,600 kHz,Plus,Auto,W0ENO F,Large,T Sql,100.0 Hz,023,Low,Off,Auto,Off,8 175 CO Boulder Longmont W0ENO,1500 Hz
124,147.27000,147.87000,600 kHz,Plus,Auto,Colorado Springs F,Large,None,100.0 Hz,023,Low,Off,Auto,Off,8 46 CO El Paso Colorado Springs,1500 Hz
125,147.28000,147.88000,600 kHz,Plus,Auto,NM5ML F,Large,Tone,100.0 Hz,023,Low,Off,Auto,Off,35 136 NM Colfax Raton Sierra Grande NM5ML,1500 Hz
126,147.28500,147.88500,600 kHz,Plus,Auto,KB0VJJ F,Large,Tone,88.5 Hz,023,Low,Off,Auto,Off,8 204 CO Chaffee Salida Methodist Mountain KB0VJJ,1500 Hz
127,147.30000,147.90000,600 kHz,Plus,Auto,N0PYY F,Large,T Sql,103.5 Hz,023,Low,Off,Auto,Off,8 84 CO Clear Creek Evergreen Squaw Mountain N0PYY,1500 Hz
128,147.30000,147.90000,600 kHz,Plus,Auto,K0VQ FE,Large,Tone,107.2 Hz,023,Low,Off,Auto,Off,8 131 CO Garfield Glenwood Springs Three Mile Ridge K0VQ,1500 Hz
129,147.33000,147.93000,600 kHz,Plus,Auto,W0TX F,Large,Tone,100.0 Hz,023,Low,Off,Auto,Off,8 85 CO Jefferson Lakewood Green Mountain W0TX,1500 Hz
130,147.33000,147.93000,600 kHz,Plus,Auto,KI0MR F,Large,Tone,107.2 Hz,023,Low,Off,Auto,Off,8 8179 CO Delta Paonia KI0MR,1500 Hz
131,147.33000,147.93000,600 kHz,Plus,Auto,KZ0DEM FEI,Large,T Sql,118.8 Hz,023,Low,Off,Auto,Off,8 6093 CO Baca Springfield KZ0DEM,1500 Hz
132,147.34500,147.94500,600 kHz,Plus,Auto,KB0VJJ F,Large,Tone,88.5 Hz,023,Low,Off,Auto,Off,8 241 CO Eagle Vail KB0VJJ,1500 Hz
133,147.34500,147.94500,600 kHz,Plus,Auto,KC0CVU FI,Large,T Sql,107.2 Hz,023,Low,Off,Auto,Off,8 47 CO El Paso Colorado Springs Cheyenne Mountain KC0CVU,1500 Hz
134,147.36000,147.96000,600 kHz,Plus,Auto,W0QEY F,Large,T Sql,100.0 Hz,023,Low,Off,Auto,Off,8 125 CO Larimer Fort Collins CSU Durward Hall W0QEY,1500 Hz
135,147.36000,147.96000,600 kHz,Plus,Auto,W0ALC F,Large,Tone,100.0 Hz,023,Low,Off,Auto,Off,8 3749 CO Delta Cedaredge W0ALC,1500 Hz
136,147.36000,147.96000,600 kHz,Plus,Auto,KC0CVU FI,Large,T Sql,107.2 Hz,023,Low,Off,Auto,Off,8 170 CO Park Lake George Badger Mountain KC0CVU,1500 Hz
137,147.37500,147.97500,600 kHz,Plus,Auto,K0BV F,Large,T Sql,100.0 Hz,023,Low,Off,Auto,Off,8 8180 CO Las Animas Trinidad Raton Pass K0BV,1500 Hz
138,147.37500,147.97500,600 kHz,Plus,Auto,KB5ITS F,Large,Tone,156.7 Hz,023,Low,Off,Auto,Off,8 209 CO San Juan Silverton Kendall Mountain KB5ITS,1500 Hz
139,147.39000,147.99000,600 kHz,Plus,Auto,KB0VJJ F,Large,Tone,88.5 Hz,023,Low,Off,Auto,Off,8 24 CO Summit Breckenridge Bald Mountain KB0VJJ,1500 Hz
140,147.39000,147.99000,600 kHz,Plus,Auto,KD7BN F,Large,Tone,100.0 Hz,023,Low,Off,Auto,Off,56 55 WY Carbon Rawlins KD7BN,1500 Hz
141,147.39000,147.99000,600 kHz,Plus,Auto,W0MOG F,Large,Tone,103.5 Hz,023,Low,Off,Auto,Off,8 48 CO El Paso Colorado Springs W0MOG,1500 Hz
142,147.39000,147.99000,600 kHz,Plus,Auto,K0SNO F,Large,Tone,107.2 Hz,023,Low,Off,Auto,Off,8 259 CO Garfield Carbondale Four Mile Ridge K0SNO,1500 Hz
143,147.42000,147.42000,,Simplex,Auto,FM Simplex ,Large,None,100.0 Hz,023,Low,Off,Auto,Off,FM Simplex,1500 Hz
144,147.43500,147.43500,,Simplex,Auto,FM Simplex ,Large,None,100.0 Hz,023,Low,Off,Auto,Off,FM Simplex,1500 Hz
145,147.45000,147.45000,,Simplex,Auto,FM Simplex ,Large,None,100.0 Hz,023,Low,Off,Auto,Off,FM Simplex,1500 Hz
146,147.46500,147.46500,,Simplex,Auto,FM Simplex ,Large,None,100.0 Hz,023,Low,Off,Auto,Off,FM Simplex,1500 Hz
147,147.48000,147.48000,,Simplex,Auto,FM Simplex ,Large,None,100.0 Hz,023,Low,Off,Auto,Off,FM Simplex,1500 Hz
148,147.49500,147.49500,,Simplex,Auto,FM Simplex ,Large,None,100.0 Hz,023,Low,Off,Auto,Off,FM Simplex,1500 Hz
