Channel Number,Receive Frequency,Transmit Frequency,Offset Frequency,Offset Direction,Operating Mode,Name,Show Name,Tone Mode,CTCSS,DCS,Tx Power,Skip,Step,Clock Shift,Comment,User CTCSS
1,144.26500,144.26500,,Simplex,Auto,KC2HSO FI,Large,Tone,203.5 Hz,023,Low,Off,Auto,Off,35 16629 NM Los Alamos Los Alamos KC2HSO,1500 Hz
2,145.11500,144.51500,600 kHz,Minus,Auto,W0PHC F,Large,Tone,88.5 Hz,023,Low,Off,Auto,Off,8 191 CO Pueblo Pueblo W0PHC,1500 Hz
3,145.11500,144.51500,600 kHz,Minus,Auto,W0UPS FE,Large,T Sql,100.0 Hz,023,Low,Off,Auto,Off,8 123 CO Larimer Fort Collins Horsetooth Mountain W0UPS,1500 Hz
4,145.13000,144.53000,600 kHz,Minus,Auto,KB0VJJ F,Large,Tone,88.5 Hz,023,Low,Off,Auto,Off,8 37 CO El Paso Colorado Springs Cheyenne Mountain KB0VJJ,1500 Hz
5,145.14500,144.54500,600 kHz,Minus,Auto,W0CRA F,Large,T Sql,107.2 Hz,023,Low,Off,Auto,Off,8 107 CO Clear Creek Idaho Springs Squaw Mountain W0CRA,1500 Hz
6,145.16000,144.56000,600 kHz,Minus,Auto,KB0VJJ F,Large,Tone,88.5 Hz,023,Low,Off,Auto,Off,8 244 CO Jackson Walden Peterson Ridge KB0VJJ,1500 Hz
7,145.16000,144.56000,600 kHz,Minus,Auto,W0CRA FEI,Large,T Sql,107.2 Hz,023,Low,Off,Auto,Off,8 38 CO El Paso Colorado Springs Cheyenne Mountain W0CRA,1500 Hz
8,145.17500,144.57500,600 kHz,Minus,Auto,W0RRZ FI,Large,Tone,107.2 Hz,023,Low,Off,Auto,Off,8 147 CO Mesa Grand Junction GJT W0RRZ,1500 Hz
9,145.17500,144.57500,600 kHz,Minus,Auto,NM5EM F,Large,T Sql,156.7 Hz,023,Low,Off,Auto,Off,35 15615 NM Sandoval Cuba Eureka Mesa NM5EM,1500 Hz
10,145.19000,144.59000,600 kHz,Minus,Auto,KB5ITS F,Large,Tone,100.0 Hz,023,Low,Off,Auto,Off,8 16606 CO Montezuma Cortez Goodman KB5ITS,1500 Hz
11,145.19000,144.59000,600 kHz,Minus,Auto,N0OBA F,Large,T Sql,131.8 Hz,023,Low,Off,Auto,Off,8 8741 CO Arapahoe Aurora N0OBA,1500 Hz
12,145.19000,144.59000,600 kHz,Minus,Auto,W5SF F,Large,T Sql,162.2 Hz,023,Low,Off,Auto,Off,35 118 NM Los Alamos Los Alamos Pajarito Mountain W5SF,1500 Hz
13,145.22000,144.62000,600 kHz,Minus,Auto,KE0TY F,Large,Tone,107.2 Hz,023,Low,Off,Auto,Off,8 8167 CO Mesa Grand Junction KE0TY,1500 Hz
14,145.25000,144.65000,600 kHz,Minus,Auto,KB5ITS F,Large,Tone,100.0 Hz,023,Low,Off,Auto,Off,4 163 AZ Apache Lukachukai Roof Butte KB5ITS,1500 Hz
15,145.26500,144.66500,600 kHz,Minus,Auto,KB0SRJ Y,Large,Tone,100.0 Hz,023,Low,Off,Auto,Off,8 39 CO El Paso Colorado Springs ~2 mi ENE USAFA North Gate KB0SRJ,1500 Hz
16,145.26500,144.66500,600 kHz,Minus,Auto,WD0HAM F,Large,Tone,107.2 Hz,023,Low,Off,Auto,Off,8 3740 CO Moffat Craig WD0HAM,1500 Hz
17,145.28000,144.68000,600 kHz,Minus,Auto,KE0SJ F,Large,Tone,100.0 Hz,023,Low,Off,Auto,Off,8 140 CO Jefferson Golden Centennial Cone KE0SJ,1500 Hz
18,145.28000,144.68000,600 kHz,Minus,Auto,WB0SLW F,Large,T Sql,100.0 Hz,023,Low,Off,Auto,Off,8 18707 CO Pueblo Pueblo WB0SLW,1500 Hz
19,145.29500,144.69500,600 kHz,Minus,Auto,KC0CVU F,Large,Tone,107.2 Hz,023,Low,Off,Auto,Off,8 203 CO Chaffee Salida Methodist Mountain KC0CVU,1500 Hz
20,145.31000,144.71000,600 kHz,Minus,Auto,KB0VJJ F,Large,Tone,88.5 Hz,023,Low,Off,Auto,Off,8 72 CO Gilpin Boulder Thorodin Mountain KB0VJJ,1500 Hz
21,145.32500,144.72500,600 kHz,Minus,Auto,KD0MRC F,Large,Tone,100.0 Hz,023,Low,Off,Auto,Off,8 16739 CO Chaffee Maysville KD0MRC,1500 Hz
22,145.32500,144.72500,600 kHz,Minus,Auto,KB5ITS F,Large,None,100.0 Hz,023,Low,Off,Auto,Off,8 18459 CO Montezuma Mancos Caviness KB5ITS,1500 Hz
23,145.34000,144.74000,600 kHz,Minus,Auto,KE4GUQ FI,Large,Tone,103.5 Hz,023,Low,Off,Auto,Off,8 73 CO Jefferson Evergreen KE4GUQ,1500 Hz
24,145.35500,144.75500,600 kHz,Minus,Auto,KB0VJJ F,Large,Tone,88.5 Hz,023,Low,Off,Auto,Off,8 149 CO Mesa Grand Junction Grand Mesa KB0VJJ,1500 Hz
25,145.35500,144.75500,600 kHz,Minus,Auto,N0JPX FI,Large,Tone,100.0 Hz,023,Low,Off,Auto,Off,8 168 CO Huerfano La Veta N0JPX,1500 Hz
26,145.37000,144.77000,600 kHz,Minus,Auto,KB0VIU F,Large,T Sql,100.0 Hz,023,Low,Off,Auto,Off,8 8169 CO La Plata Hesperus KB0VIU,1500 Hz
27,145.39000,144.79000,600 kHz,Minus,Auto,KF5PFO F,Large,Tone,100.0 Hz,023,Low,Off,Auto,Off,35 137 NM Taos Red River Molycorp KF5PFO,1500 Hz
28,145.40000,144.80000,600 kHz,Minus,Auto,KB0UDD F,Large,Tone,100.0 Hz,023,Low,Off,Auto,Off,8 5 CO Arapahoe Aurora Smoky Hill KB0UDD,1500 Hz
29,145.41500,144.81500,600 kHz,Minus,Auto,KA0WUC F,Large,Tone,179.9 Hz,023,Low,Off,Auto,Off,8 249 CO Teller Woodland Park KA0WUC,1500 Hz
30,145.43000,144.83000,600 kHz,Minus,Auto,W7CEU F,Large,Tone,88.5 Hz,023,Low,Off,Auto,Off,49 78 UT Carbon Price Wood Hill W7CEU,1500 Hz
31,145.43000,144.83000,600 kHz,Minus,Auto,NM5SJ F,Large,Tone,136.5 Hz,023,Low,Off,Auto,Off,35 15624 NM Rio Arriba Dulce NM5SJ,1500 Hz
32,145.44500,144.84500,600 kHz,Minus,Auto,KB0VJJ F,Large,Tone,88.5 Hz,023,Low,Off,Auto,Off,8 172 CO Lake Leadville Mosquito Pass KB0VJJ,1500 Hz
33,145.46000,144.86000,600 kHz,Minus,Auto,WB0WDF F,Large,Tone,67.0 Hz,023,Low,Off,Auto,Off,8 64 CO Teller Cripple Creek WB0WDF,1500 Hz
34,145.46000,144.86000,600 kHz,Minus,Auto,W0CRA FEI,Large,T Sql,107.2 Hz,023,Low,Off,Auto,Off,8 8 CO Boulder Boulder Eldorado Mountain W0CRA,1500 Hz
35,145.47500,144.87500,600 kHz,Minus,Auto,KE0SJ F,Large,Tone,100.0 Hz,023,Low,Off,Auto,Off,8 75 CO Jefferson Boulder Blue Mountain KE0SJ,1500 Hz
36,145.49000,144.89000,600 kHz,Minus,Auto,W0TX F,Large,T Sql,100.0 Hz,023,Low,Off,Auto,Off,8 76 CO Jefferson Idaho Springs Centennial Cone W0TX,1500 Hz
37,145.49000,144.89000,600 kHz,Minus,Auto,NM5SJ F,Large,Tone,100.0 Hz,023,Low,Off,Auto,Off,35 128 NM Rio Arriba Lybrook NM5SJ,1500 Hz
38,145.49000,144.89000,600 kHz,Minus,Auto,WD0EKR F,Large,T Sql,103.5 Hz,023,Low,Off,Auto,Off,8 30 CO Fremont Canon City Fremont Peak WD0EKR,1500 Hz
39,145.49000,144.89000,600 kHz,Minus,Auto,W7BYU F,Large,Tone,136.5 Hz,023,Low,Off,Auto,Off,49 13041 UT Duchesne Myton Flat Top W7BYU,1500 Hz
40,146.40000,146.40000,,Simplex,Auto,FM Voice ,Large,None,100.0 Hz,023,Low,Off,Auto,Off,FM Voice,1500 Hz
41,146.41500,146.41500,,Simplex,Auto,FM Voice ,Large,None,100.0 Hz,023,Low,Off,Auto,Off,FM Voice,1500 Hz
42,146.43000,146.43000,,Simplex,Auto,FM Voice ,Large,None,100.0 Hz,023,Low,Off,Auto,Off,FM Voice,1500 Hz
43,146.44500,146.44500,,Simplex,Auto,FM Voice ,Large,None,100.0 Hz,023,Low,Off,Auto,Off,FM Voice,1500 Hz
44,146.46000,146.46000,,Simplex,Auto,FM Voice ,Large,None,100.0 Hz,023,Low,Off,Auto,Off,FM Voice,1500 Hz
45,146.47500,146.47500,,Simplex,Auto,FM Voice ,Large,None,100.0 Hz,023,Low,Off,Auto,Off,FM Voice,1500 Hz
46,146.49000,146.49000,,Simplex,Auto,FM Voice ,Large,None,100.0 Hz,023,Low,Off,Auto,Off,FM Voice,1500 Hz
47,146.50500,146.50500,,Simplex,Auto,FM Voice ,Large,None,100.0 Hz,023,Low,Off,Auto,Off,FM Voice,1500 Hz
