Channel Number,Receive Frequency,Transmit Frequency,Offset Frequency,Offset Direction,Operating Mode,Name,Show Name,Tone Mode,CTCSS,DCS,Tx Power,Skip,Step,Clock Shift,Comment,User CTCSS
1,145.56250,145.56250,,Simplex,Auto,Fusion Simplex,Large,None,100.0 Hz,023,Low,Off,Auto,Off,Fusion Simplex,1500 Hz
2,146.40000,146.40000,,Simplex,Auto,FM Simplex,Large,None,100.0 Hz,023,Low,Off,Auto,Off,FM Simplex,1500 Hz
3,146.41500,146.41500,,Simplex,Auto,FM Simplex,Large,None,100.0 Hz,023,Low,Off,Auto,Off,FM Simplex,1500 Hz
4,146.43000,146.43000,,Simplex,Auto,FM Simplex,Large,None,100.0 Hz,023,Low,Off,Auto,Off,FM Simplex,1500 Hz
5,146.44500,146.44500,,Simplex,Auto,FM Simplex,Large,None,100.0 Hz,023,Low,Off,Auto,Off,FM Simplex,1500 Hz
6,146.46000,146.46000,,Simplex,Auto,FM Simplex,Large,None,100.0 Hz,023,Low,Off,Auto,Off,FM Simplex,1500 Hz
7,146.47500,146.47500,,Simplex,Auto,FM Simplex,Large,None,100.0 Hz,023,Low,Off,Auto,Off,FM Simplex,1500 Hz
8,146.49000,146.49000,,Simplex,Auto,FM Simplex,Large,None,100.0 Hz,023,Low,Off,Auto,Off,FM Simplex,1500 Hz
9,146.50500,146.50500,,Simplex,Auto,FM Simplex,Large,None,100.0 Hz,023,Low,Off,Auto,Off,FM Simplex,1500 Hz
10,146.52000,146.52000,,Simplex,Auto,FM Calling,Large,None,100.0 Hz,023,Low,Off,Auto,Off,FM Calling,1500 Hz
11,146.53500,146.53500,,Simplex,Auto,FM Simplex,Large,None,100.0 Hz,023,Low,Off,Auto,Off,FM Simplex,1500 Hz
12,146.55000,146.55000,,Simplex,Auto,FM Simplex,Large,None,100.0 Hz,023,Low,Off,Auto,Off,FM Simplex,1500 Hz
13,146.56500,146.56500,,Simplex,Auto,FM Simplex,Large,None,100.0 Hz,023,Low,Off,Auto,Off,FM Simplex,1500 Hz
14,146.58000,146.58000,,Simplex,Auto,FM Simplex,Large,None,100.0 Hz,023,Low,Off,Auto,Off,FM Simplex,1500 Hz
15,146.59500,146.59500,,Simplex,Auto,FM Simplex,Large,None,100.0 Hz,023,Low,Off,Auto,Off,FM Simplex,1500 Hz
16,147.42000,147.42000,,Simplex,Auto,FM Simplex,Large,None,100.0 Hz,023,Low,Off,Auto,Off,FM Simplex,1500 Hz
17,147.43500,147.43500,,Simplex,Auto,FM Simplex,Large,None,100.0 Hz,023,Low,Off,Auto,Off,FM Simplex,1500 Hz
18,147.45000,147.45000,,Simplex,Auto,FM Simplex,Large,None,100.0 Hz,023,Low,Off,Auto,Off,FM Simplex,1500 Hz
19,147.46500,147.46500,,Simplex,Auto,FM Simplex,Large,None,100.0 Hz,023,Low,Off,Auto,Off,FM Simplex,1500 Hz
20,147.48000,147.48000,,Simplex,Auto,FM Simplex,Large,None,100.0 Hz,023,Low,Off,Auto,Off,FM Simplex,1500 Hz
21,147.49500,147.49500,,Simplex,Auto,FM Simplex,Large,None,100.0 Hz,023,Low,Off,Auto,Off,FM Simplex,1500 Hz
22,147.51000,147.51000,,Simplex,Auto,FM Simplex,Large,None,100.0 Hz,023,Low,Off,Auto,Off,FM Simplex,1500 Hz
23,147.52500,147.52500,,Simplex,Auto,FM Simplex,Large,None,100.0 Hz,023,Low,Off,Auto,Off,FM Simplex,1500 Hz
24,147.52500,147.52500,,Simplex,Auto,Fusion Simplex,Large,None,100.0 Hz,023,Low,Off,Auto,Off,Fusion Simplex,1500 Hz
25,147.54000,147.54000,,Simplex,Auto,FM Simplex,Large,None,100.0 Hz,023,Low,Off,Auto,Off,FM Simplex,1500 Hz
26,147.55500,147.55500,,Simplex,Auto,FM Simplex,Large,None,100.0 Hz,023,Low,Off,Auto,Off,FM Simplex,1500 Hz
27,147.57000,147.57000,,Simplex,Auto,FM Simplex,Large,None,100.0 Hz,023,Low,Off,Auto,Off,FM Simplex,1500 Hz
28,147.58500,147.58500,,Simplex,Auto,FM Simplex,Large,None,100.0 Hz,023,Low,Off,Auto,Off,FM Simplex,1500 Hz
29,440.70000,440.70000,,Simplex,Auto,Mixed,Large,None,100.0 Hz,023,Low,Off,Auto,Off,Mixed,1500 Hz
30,440.72500,440.72500,,Simplex,Auto,Mixed,Large,None,100.0 Hz,023,Low,Off,Auto,Off,Mixed,1500 Hz
31,440.75000,440.75000,,Simplex,Auto,Mixed,Large,None,100.0 Hz,023,Low,Off,Auto,Off,Mixed,1500 Hz
32,440.77500,440.77500,,Simplex,Auto,Mixed,Large,None,100.0 Hz,023,Low,Off,Auto,Off,Mixed,1500 Hz
33,440.80000,440.80000,,Simplex,Auto,Mixed,Large,None,100.0 Hz,023,Low,Off,Auto,Off,Mixed,1500 Hz
34,440.82500,440.82500,,Simplex,Auto,Mixed,Large,None,100.0 Hz,023,Low,Off,Auto,Off,Mixed,1500 Hz
35,440.85000,440.85000,,Simplex,Auto,Mixed,Large,None,100.0 Hz,023,Low,Off,Auto,Off,Mixed,1500 Hz
36,440.87500,440.87500,,Simplex,Auto,Mixed,Large,None,100.0 Hz,023,Low,Off,Auto,Off,Mixed,1500 Hz
