Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,DGTL,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,Uplink Tone,Downlink Tone,County,Op Status,Coverage,Web links,Coordination,Last update
146.64,-0.6,100,KZ0DEM,"Pritchett, Tator Butte",CO,OPEN,,,148.99,SE,,08,3792,37.36999893,-102.85900116,146.64,146.04,100,100,Las Animas,On-Air,Wide area: West BACA and East Las Animas counties.,KZ0DEM Repeaters,CCARC,2015-12-12
