Frequency,Offset,Tone,Call,Location,ST/PR,Use,Mode,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,DMR Enabled,Color Code,DMR ID,IPSC Network,Local Network,Wide Network,County,On-air,Coverage,Sponsor,Affiliate,Nets,Web links,Last update
147.315,0.6,CC1,N0KEG,Centennial,CO,OPEN,DMR,144.92,WSW,"Colorado Mega Reflector - XLX376 Transcoder - YSF 23160 - WiresX 40895 Welcome to the new and improved Colorado Mega Link! Brought to you by the Parker Radio Association, where we have fun, play radio and keep the squelch loose. Please join us Monday nights at 8pm mountain time our our digital net. Elizabeth, CO repeater",08,17676,39.58069992,-104.8769989,147.315,147.915,1,1,310759,Brandmeister c Record retrieved from radioid.net,BrandMeister US,BrandMeister,Arapahoe,Unknown,"Southeast metro Denver area. Parker, Centennial, SE Aurora, Elizabeth, Franktown, Castle Rock.",N0KEG,Parker Radio Association,Colorado Link Digital Net. Repeater is used in DSTAR mode for this net. Mon at 20:00.,https://www.parkerradio.org,2021-03-24
