Frequency,Offset,Tone Up / Down,Location,County,Call,Use,,state_id,ID,Latitude,Longitude,Downlink,Uplink,Uplink Tone,Downlink Tone,Op Status,Sponsor,Affiliate,Features,Links,Notes,Web links,Coordination,Last update
449.975,-5,100,"Larkspur, Westcreek",Douglas,K0JSC,OPEN,,08,15903,39.17490005,-105.03399658,449.975,444.975,100,100,On-Air,K0JSC,The Fun Machine,Simulcast and Voted with Cedarwood and Methodist.,Full-time to the The Fun Machine System .,"Can be linked to Allstar, Echolink and others by a Sysop",The Fun Machine,CCARC,2017-04-21
