Frequency,Offset,Tone Up / Down,Location,County,Call,Use,,state_id,ID,Latitude,Longitude,Downlink,Uplink,Uplink Tone,Downlink Tone,Op Status,Sponsor,Links,Last update
147.165,0.6,88.5,Steamboat Springs,Routt,KB0VJJ,OPEN,,08,15579,40.48500061,-106.83200073,147.165,147.765,88.5,123,On-Air,Colorado Connection,Full-time to the Colorado Connection System .,2017-01-06
