Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,DGTL,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,Uplink Tone,County,Grid,Op Status,Sponsor,Notes,Coordination,Last update
447.825,-5,D073,W0TX,"Lakewood, St Anthony Medical Campus",CO,OPEN,,,162.31,E,,08,5805,39.71620178,-105.12999725,447.825,442.825,D073,Jefferson,DM79KR,On-Air,Denver Radio Club,Now operating in Narrow Band mode with Digital Code Squelch. Please reset your programing to use: 12.5 KHz. bandwidth (+/- 2.5 KHz. deviation).,CCARC,2017-03-11
