Frequency,Offset,Tone,Call,Location,ST/PR,Use,Mode,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,DMR Enabled,Color Code,DMR ID,IPSC Network,Wide Network,County,Op Status,Coverage,Sponsor,Notes,Last update
446.9125,-5,CC1,W0BX,"Grand Junction, Grand Mesa",CO,OPEN,DMR,125.92,WNW,"DMR repeater at 10,023' AMSL. Users are welcome to link to any Brandmeister talk group. Use TS1 to link to 3100 or other high traffic talk groups. TS2 is used for linking to low traffic talk groups and for local calls. Unlink with a private call to 4000. Links will time out after 15 minutes of no local RF activity. Please experiment and have fun! 73 w0bx.",08,16721,39.08890152,-108.22699738,446.9125,441.9125,1,1,310868,Brandmeister c Record retrieved from radioid.net,,Mesa,On-Air,"Grand Junction, I70",Bill Frost,Brandmeister network,2019-11-27
