Frequency,Offset,Tone,Call,Location,ST/PR,Use,Mode,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,YSF Digital Enabled,DG-ID,WIRES-X,County,Op Status,Sponsor,Last update
447.9,-5,,KD0SBN,Pueblo West,CO,OPEN,Fusion WIRES-X,179.24,SW,,08,19462,38.3500016,-104.7227546,447.9,442.9,1,Open ↑ / Open ↓,55045,Pueblo,On-Air,Steve Combs,2021-02-27
