Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,DGTL,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,Uplink Tone,County,Grid,Op Status,Coverage,Features,Web links,Coordination,Last update
449.65,-5,107.2,KC0CVU,"Salida, Methodist Mountain",CO,OPEN,,,187.03,ESE,,08,205,38.45280075,-106.01799774,449.65,444.65,107.2,Chaffee,DM68XK,On-Air,Wide area.,E-power.,CMRG Repeaters,CCARC,2018-01-15
