Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,DGTL,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,Uplink Tone,County,Grid,Op Status,Coverage,Sponsor,Features,AllStar,Nets,Web links,Coordination,Last update
147.06,0.6,103.5,KE0AE,Genoa,CO,OPEN,A,,109.27,E,,08,128,39.26879883,-103.48799896,147.06,147.66,103.5,Lincoln,DM89GG,On-Air,"I-70, US-71, US-287, US-40, US-24",BSARC,"APRS repeater / weather station, remote base, e-power (solar - completely off the electrical grid).",42740,Big Sandy Net: Tues 19:00,http://www.bigsandyradio.com/,CCARC,2019-07-21
