Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,DGTL,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,Uplink Tone,County,Grid,Op Status,Sponsor,Features,Web links,Coordination,Last update
224.32,-1.6,88.5,ND0Q,"Walsenburg, Deer Peak",CO,OPEN,,,28.3,S,,08,245,38.04109955,-105.18499756,224.32,222.72,88.5,Custer,DM78JA,On-Air,Pueblo Ham Club,11,PHC repeaters,CCARC,2016-07-14
