Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,DGTL,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,Uplink Tone,Downlink Tone,County,Op Status,Coverage,AllStar,Commands,Web links,Coordination,Last update
927.975,-25.9,67,W0SKY,"Golden, Lookout Mountain",CO,OPEN,A,,88.72,N,,08,18156,39.73329926,-105.23699951,927.975,902.0375,67,67,Jefferson,On-Air,"Denver, Golden",40195,Standard AllStar,http://www.w0sky.com,CCARC,2020-01-01
