Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,DGTL,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,Uplink Tone,Downlink Tone,County,Op Status,Sponsor,Features,Nets,Web links,Coordination,Last update
224.74,-1.6,88.5,N0POH,"Golden, Guy Hill",CO,OPEN,,,155.66,NE,,08,134,39.77719879,-105.32800293,224.74,223.14,88.5,88.5,Jefferson,On-Air,Aurora Repeater Assoc,e-power,ARA: Wed at 2000.,ARA Repeaters,CCARC,2016-01-17
