Frequency,Offset,Tone Up / Down,Location,County,Call,Use,,state_id,ID,Latitude,Longitude,Downlink,Uplink,Uplink Tone,Grid,Op Status,Sponsor,Links,Last update
442.375,5,100,"Mancos, Caviness Mountain",Montezuma,KB5ITS,OPEN,,08,15896,37.36000061,-108.15000153,442.375,447.375,100,DM57WI,On-Air,San Juan Connection,Full-time to the San Juan Connection System .,2017-11-30
