Frequency,Offset,Tone,Call,Location,ST/PR,Use,Mode,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,D-STAR Enabled,Node,Sources,County,Op Status,Last update
446.775,-5,,KD0RED,Grand Junction,CO,OPEN,DSTAR,63.57,E,,08,11792,39.06389999,-108.5510025,446.775,441.775,1,KD0RED (B) Gateway Repeater,jfindu lookup / dstar-users lookup,Mesa,On-Air,2014-08-16
