Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,DGTL,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,Uplink Tone,Downlink Tone,County,Op Status,Sponsor,Features,IRLP,Nets,Coordination,Last update
146.985,-0.6,100,K0FEZ,"Golden, Centennial Cone",CO,OPEN,I,,90.33,N,,08,82,39.75249863,-105.35900116,146.985,146.385,100,100,Denver,On-Air,El Jebel RADOPS,E-power.,3346,RADOPS: Sun at 19:00.,CCARC,2016-09-05
