Frequency,Offset,Tone,Call,Location,ST/PR,Use,Mode,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,DMR Enabled,Color Code,DMR ID,IPSC Network,Wide Network,County,Grid,Op Status,Coverage,Sponsor,Features,Notes,Web links,Coordination,Last update
145.175,-0.6,CC7,N0SZ,"Evergreen, Squaw Mountain",CO,OPEN,DMR,81.95,N,,08,10932,39.63330078,-105.31700134,145.175,144.575,1,7,310810,RMHR c Record retrieved from radioid.net,,Clear Creek,DM79IP,On-Air,,Rocky Mountain Ham Radio,700,Voice ID is required for data/GPS/text on TG 705,Rocky Mountain Ham Radio,CCARC,2019-11-27
