Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,DGTL,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,Uplink Tone,County,Grid,Op Status,Sponsor,Features,Links,Web links,Coordination,Last update
449.525,-5,CSQ,KE0SJ,"Golden, Centennial Cone",CO,OPEN,,,25.63,WNW,,08,138,39.75249863,-105.35900116,449.525,444.525,CSQ,Jefferson,DM79HS,On-Air,KE0SJ,E-power.,"Full-time to 145.28000 (KE0SJ) at Golden, Centennial Cone, CO .",Intermountain Repeater Group,CCARC,2015-05-23
