Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,DGTL,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,County,Op Status,Sponsor,Coordination,Last update
449.575,-5,,,Colorado Springs,CO,CLOSED,,,157.93,ESE,,08,8211,38.83390045,-104.82099915,449.575,444.575,El Paso,On-Air,RMHARC,CCARC,2016-08-10
