Frequency,Offset,Tone,Call,Location,ST/PR,Use,Mode,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,D-STAR Enabled,Node,Sources,County,Grid,Op Status,Coverage,Sponsor,Features,Notes,Coordination,Last update
446.8125,-5,,W0QEY,"Fort Collins, CSU Durward Hall",CO,OPEN,DSTAR,149.19,NNE,,08,8901,40.57770157,-105.09300232,446.8125,441.8125,1,W0QEY (B) Repeater,jfindu lookup / dstar-users lookup,Larimer,DN70KN,Off-Air,Fort Collins Local Area,W0QEY CSU,D-Star Gateway,Free Star,CCARC,2020-10-27
