Frequency,Offset,Tone,Call,Location,ST/PR,Use,Mode,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,D-STAR Enabled,Node,Sources,County,Op Status,Sponsor,Affiliate,Web links,Coordination,Last update
446.975,-5,,KD0QPG,"Salida, Methodist Mountain",CO,OPEN,DSTAR,97.36,NNW,,08,9844,38.53469849,-105.99900055,446.975,441.975,1,KD0QPG (B) Gateway Repeater,jfindu lookup / dstar-users lookup,Chaffee,On-Air,Crestone Amateur Radio Emergency Services,Crestone Amateur Radio Emergency Services,KD0QPG,CCARC,2013-07-06
