Frequency,Offset,Tone Up / Down,Location,County,Call,Use,,state_id,ID,Latitude,Longitude,Downlink,Uplink,Uplink Tone,Op Status,Features,Web links,Coordination,Last update
147.135,-0.6,123,"Lake City, Hill 71",Hinsdale,KB5ITS,OPEN,,08,16607,38.02999878,-107.31500244,147.135,146.535,123,On-Air,E-power (solar),http://www.sjcham.com,CCARC,2018-01-15
