Frequency,Offset,Tone Up / Down,Location,County,Call,Use,,state_id,ID,Latitude,Longitude,Downlink,Uplink,Uplink Tone,Op Status,Sponsor,Features,Web links,Last update
449.2,-5,107.2,Glade Park,Mesa,,OPEN,,08,18392,38.97999954,-108.73999786,449.2,444.2,107.2,On-Air,GMRA,Solar Powered,http://www.gmra.org/repeaters.html,2019-12-22
