Frequency,Offset,Tone,Call,Location,ST/PR,Use,Mode,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,DMR Enabled,Color Code,DMR ID,IPSC Network,Local Network,Wide Network,Talkgroups,Colorado HD,N. Colorado,County,Grid,Op Status,Coverage,Sponsor,Affiliate,Features,Web links,Last update
147.24,0.6,CC2,N0WAR,"Estes Park, Prospect Mtn",CO,OPEN,DMR,175.06,W,"DMR BrandMeister Repeater in Estes Park, Colorado Wide area coverage of Estes Park, Colorado &amp; Rocky Mountain National Park. Static TG of 3171 on T.S. 2 Located @ KC0KBP QTH",08,17813,40.36059952,-105.51999664,147.24,147.84,1,2,310853,Brandmeister c Record retrieved from radioid.net,BrandMeister US,BrandMeister,"Open Talkgroup View Assignment TS TG Access Colorado HD 1 31088 Full-Time N. Colorado 2 3171 Full-Time function myFunction(id) { var x = document.getElementById(id); if (x.className.indexOf(""w3-show"") == -1) { x.className += "" w3-show""; } else { x.className = x.className.replace("" w3-show"", """"); } }",1,2,Larimer,DN70FI,On-Air,Wide Area: Estes Park &amp; Rocky Mtn Nat Park,N0WAR,W0DMR,Brandmeister Network,http://www.w0dmr.org,2019-11-27
