Frequency,Offset,Tone Up / Down,Location,County,Call,Use,,state_id,ID,Latitude,Longitude,Downlink,Uplink,Uplink Tone,Op Status,Web links,Coordination,Last update
147.27,0.6,127.3,"Ouray, Engineer Mountain",Ouray,KB5ITS,OPEN,,08,16604,38.02280045,-107.67099762,147.27,147.87,127.3,On-Air,http://www.sjcham.com,CCARC,2018-01-15
