Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,DGTL,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,Uplink Tone,County,Op Status,Sponsor,IRLP,Coordination,Last update
146.61,-0.6,100,W0DK,Boulder,CO,OPEN,I,,30.57,NW,,08,13,39.97829819,-105.27500153,146.61,146.01,100,Boulder,On-Air,Boulder Amateur Radio Club,7007,CCARC,2019-08-23
