Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,DGTL,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,Uplink Tone,County,Op Status,Coverage,AllStar,Commands,Coordination,Last update
146.82,-0.6,107.2,W0GJT,"Grand Junction, 9 Mile, Hwy 141, Unaweep",CO,OPEN,A,,60.25,NE,,08,261,39.06389999,-108.55000305,146.82,146.22,107.2,Mesa,On-Air,Wide area: North Western Colorado - South to Montrose and East on I-70.,43554,Enter *83 node# to link. *81 Unlink,CCARC,2019-02-12
