Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,DGTL,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,D-STAR Enabled,Node,Sources,NXDN Enabled,RAN,NXDN Bandwidth,YSF Digital Enabled,DG-ID,County,On-air,Coverage,Sponsor,Affiliate,Features,Nets,Web links,Last update
448.95,-5,,,Black Forest,CO,OPEN,,SY,166.86,E,,08,17551,39.04850006,-104.7009964,448.95,443.95,1,(B) Repeater,jfindu lookup / dstar-users lookup,1,1,1,1,Open ↑ / Open ↓,El Paso,Unknown,This repeater covers most of Black Forest and various areas of Monument and Colorado Springs,N0PKT,K0JSC,e-power,Primarily on NXDN: All Nets carried on the K0JSC.COM Fun Machine system,http://www.k0jsc.com,2019-01-08
