Frequency,Offset,Tone,Call,Location,ST/PR,Use,Mode,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,Uplink Tone,Downlink Tone,DMR Enabled,Color Code,DMR ID,IPSC Network,Wide Network,County,Grid,Op Status,Coverage,Sponsor,Features,Notes,Nets,Web links,Coordination,Last update
147.15,0.6,CC1,W0CTS,"Lamar, 1.7 Miles S.E.",CO,OPEN,DMR,142.32,S,,08,18843,38.036886,-102.599448,147.15,147.75,123,123,1,1,311665,BrandMeister c Record retrieved from radioid.net,,Prowers,DM88qb,On-Air,Prowers County and Northern Baca County 45 mi radius.,N0LAR - Lamar Amateur Radio Club,DMR Dual Mode - DMR and Analog (CTCSS 123.0),CCARC Coordination #: 821 - Repeater is a Motorola MTR2000 with MMDVM Linecard,REACT Net Tue 20:30,http://www.qrz.com/db/n0lar,CCARC,2020-06-12
