Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,DGTL,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,DMR Enabled,Color Code,IPSC Network,Wide Network,County,Op Status,Sponsor,Affiliate,Nets,Web links,Last update
446.7625,-5,CC,W0QEY,"Fort Collins, CSU Durward Hall",CO,OPEN,,D,147.22,N,,08,18417,40.57759857,-105.09300232,446.7625,441.7625,1,8,c Record retrieved from radioid.net,,Larimer,On-Air,RMHAM,CSUARC,Red Cross Net on Wide - Third Thursday of the month at 1900 Tech Net on Wide - First Saturday of the month at 1900,https://www.rmham.org/wordpress/dmr-radio-site-information/,2020-02-10
