Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,DGTL,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,DMR Enabled,Color Code,IPSC Network,Wide Network,County,Op Status,Sponsor,Nets,Web links,Last update
445.2,-5,CC,N0SZ,"Fort Collins, Buckhorn Mountain",CO,OPEN,,D,149.87,N,,08,18418,40.61700058,-105.32700348,445.2,440.2,1,7,c Record retrieved from radioid.net,,Larimer,On-Air,RMHAM,Red Cross Net on Wide - Third Thursday of the month at 1900 Tech Net on Wide - First Saturday of the month at 1900,https://www.rmham.org/wordpress/dmr-radio-site-information/,2019-12-28
