Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,DGTL,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,Uplink Tone,County,Grid,Op Status,Sponsor,Coordination,Last update
447.45,-5,103.5,WA4CCC,Winter Park,CO,OPEN,,,52.03,WNW,,08,3756,39.94729996,-105.79499817,447.45,442.45,103.5,Grand,DM79CW,On-Air,W0IG,CCARC,2013-10-26
