Frequency,Offset,Tone Up / Down,Location,County,Call,Use,,state_id,ID,Latitude,Longitude,Downlink,Uplink,Uplink Tone,Downlink Tone,Op Status,Coverage,Sponsor,Last update
224.72,-1.6,103.5,Colorado springs,El Paso,W0MOG,OPEN,,08,15989,38.90000153,-104.80000305,224.72,223.12,103.5,103.5,On-Air,Local,w0mog,2017-04-07
