Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,DGTL,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,D-STAR Enabled,Node,Sources,County,Op Status,Sponsor,Coordination,Last update
449.325,-5,136.5,WR0AEN,Greeley,CO,OPEN,,S,139.14,NNE,,08,8210,40.4233017,-104.70899963,449.325,444.325,1,WR0AEN (B),jfindu lookup / dstar-users lookup,Weld,On-Air,Colorado Amateur Repeater Network (CARN),CCARC,2012-11-12
