Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,DGTL,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,Uplink Tone,Downlink Tone,County,Op Status,Coverage,Affiliate,Features,Notes,Coordination,Last update
449.925,-5,103.5,WZ0N,"Salida, Methodist Mountain",CO,OPEN,,,187.03,ESE,,08,3811,38.45280075,-106.01799774,449.925,444.925,103.5,103.5,Chaffee,On-Air,"Upper Arkansas and Platte Rivers, and the SLV",Colorado ARES,E-power (Bat),Identifies with an 'M' following WZ0N callsign which identifies the site as Methodist.,CCARC,2013-07-05
