Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,DGTL,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,Uplink Tone,Downlink Tone,County,Grid,Op Status,Coverage,Sponsor,Affiliate,Notes,Coordination,Last update
447.525,-5,203.5,N0ESQ,"Parker, Hess Reservoir",CO,OPEN,,,169.37,E,,08,8189,39.49420166,-104.83599854,447.525,442.525,203.5,146.2,Douglas,DM79NL,On-Air,"Denver metropolitan area, front range foothills",EmComm Colorado,Colorado ARES,"Not a ragchew machine. Traffic related to ARES, RACES and administrative and exercise traffic related thereto.",CCARC,2017-03-11
