Frequency,Offset,Tone,Call,Location,ST/PR,Use,Mode,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,YSF Digital Enabled,DG-ID,WIRES-X,County,Op Status,Coverage,Sponsor,Features,Nets,Web links,Coordination,Last update
447.225,-5,,K0PRA,Parker,CO,OPEN,Fusion WIRES-X,164.13,NNE,,08,18248,39.51860046,-104.76100159,447.225,442.225,1,Open ↑ / Open ↓,40895,Arapahoe,On-Air,Small coverage area in Parker,Parker Radio Association,Linked to the Colorado Mega digital system,Monday nights 8pm mountain,https://www.parkerradio.org,CCARC,2020-05-06
