Frequency,Offset,Tone Up / Down,Location,County,Call,Use,,state_id,ID,Latitude,Longitude,Downlink,Uplink,Uplink Tone,Downlink Tone,Op Status,Affiliate,Links,Last update
448.325,-5,100,Westcliffe,Custer,K0JSC,OPEN,,08,15584,38.13470078,-105.46600342,448.325,443.325,100,100,On-Air,The Fun Machine,Full-time to the The Fun Machine System .,2017-01-06
