Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,DGTL,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,Uplink Tone,Downlink Tone,County,Grid,Op Status,Coverage,Sponsor,Features,Links,Commands,Nets,Web links,Feed,Coordination,Last update
146.94,-0.6,103.5,W0WYX,"Idaho Springs, Squaw Mountain",CO,OPEN,,,144.63,NE,,08,81,39.67979813,-105.49299622,146.94,146.34,103.5,103.5,Clear Creek,DM79GQ,On-Air,"Wide area: west to the Continental Divide, south to Colorado Springs, east to Limon, and north to Cheyenne.",Rocky Mtn Radio League,11,"Linkable to 449.82500 (W0WYX) at Broomfield, CO . Linkable to 449.45000 (K1DUN) at Idaho Springs, Squaw Mountain, CO .",Autopatch: 911* / Off 0*.,Colorado WX: Daily at 06:30. RMRL: Mod at 20:30. Astronomy: Tue at 19:00. Amateur Radio Events: Tue at 20:00.,Repeater,Listen Live,CCARC,2017-03-11
