Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,DGTL,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,Uplink Tone,Downlink Tone,County,Op Status,Coverage,Sponsor,Affiliate,Features,AllStar,Coordination,Last update
447.85,-5,141.3,AC0KQ,"Evergreen, Saddleback Mountain",CO,OPEN,A,,88.47,N,,08,9580,39.71889877,-105.44000244,447.85,442.85,141.3,141.3,Clear Creek,On-Air,Wide area at 9500',AC0KQ,Rocky Mountain Ham Radio,AllStar node repeater providing wide area coverage along the Front Range,29571,CCARC,2019-08-23
