Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,DGTL,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,Uplink Tone,County,Op Status,Coverage,Sponsor,Affiliate,Features,Coordination,Last update
147.27,0.6,127.3,KB5ITT,"Silverton, Engineer Mountain",CO,OPEN,,,108.88,SE,,08,208,37.69919968,-107.80599976,147.27,147.87,127.3,San Juan,On-Air,Wide area.,KB5ITT,Durango ARC,E-power.,CCARC,2017-04-14
