Frequency,Offset,Tone,Call,Location,ST/PR,Use,Mode,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,DMR Enabled,Color Code,DMR ID,IPSC Network,Wide Network,Talkgroups,Rocky Mountain Wide,Southern Colorado,County,Op Status,Sponsor,Features,Notes,Web links,Coordination,Last update
445.0625,-5,CC1,N0SZ,"Colorado Springs, Cheyenne Mountain",CO,OPEN,DMR,28.32,NE,,08,12355,38.74509811,-104.86199951,445.0625,440.0625,1,1,310857,RMHAM c Record retrieved from radioid.net,,"Open Talkgroup View Assignment TS TG Access Rocky Mountain Wide 1 700 Full-Time Southern Colorado 2 719 Full-Time function myFunction(id) { var x = document.getElementById(id); if (x.className.indexOf(""w3-show"") == -1) { x.className += "" w3-show""; } else { x.className = x.className.replace("" w3-show"", """"); } }",1,2,El Paso,On-Air,Rocky Mountain Ham Radio,700,This machine sits atop Cheyenne Mountain overlooking Colorado Springs and Pueblo. It is on the RMHam network.,https://www.rmham.org/dmr-site-information/,CCARC,2021-02-09
