Frequency,Offset,Tone Up / Down,Location,County,Call,Use,,state_id,ID,Latitude,Longitude,Downlink,Uplink,Uplink Tone,Op Status,Coverage,Sponsor,Last update
447.65,-5.1,103.5,"Limon, Cedar Point",Lincoln,KC0VJD,OPEN,,08,18718,39.374653,-103.8021,447.65,442.6,103.5,Testing,"Limon, Agate, Hugo, Genoa, Deer Trail, Simla,",Delbert Noakes (KC0VJD),2020-05-07
