Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,DGTL,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,Uplink Tone,Downlink Tone,County,Op Status,Sponsor,Affiliate,Links,EchoLink,IRLP,AllStar,Web links,Coordination,Last update
449.75,-5,100,N0ZSN,"La Veta, Cordova Pass",CO,OPEN,EIA,,167,SE,ON - IDLE,08,13485,37.34069824,-105.02400208,449.75,444.75,100,100,Las Animas,On-Air,N0ZSN,The Fun Machine,Full-time to the The Fun Machine System .,363976,7301,28368,The Fun Machine,CCARC,2015-07-27
