Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,DGTL,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,DMR Enabled,Color Code,DMR ID,IPSC Network,Wide Network,Talkgroups,Rocky Mountain Wide,Central Regional,County,Op Status,Coverage,Sponsor,Affiliate,Notes,Coordination,Last update
446.7375,-5,CC,K0RTS,"Genoa, Limon",CO,OPEN,,D,61.31,SE,,08,13581,39.27830124,-103.5,446.7375,441.7375,1,8,310829,RMHAM c Record retrieved from radioid.net,,"Open Talkgroup View Assignment TS TG Access Rocky Mountain Wide 1 700 Central Regional 2 720 function myFunction(id) { var x = document.getElementById(id); if (x.className.indexOf(""w3-show"") == -1) { x.className += "" w3-show""; } else { x.className = x.className.replace("" w3-show"", """"); } }",1,2,Lincoln,On-Air,"I-70 H-40 H-287 Arriba, Genoa, Hugo, Limon 50 mile radius",K0RTS KC0VJD,RMHam,Colorado on TG700 Slot 1 Denver on TG720 Slot 2,CCARC,2019-11-27
