Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,DGTL,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,Uplink Tone,Downlink Tone,County,Grid,Op Status,Coverage,Sponsor,Features,EchoLink,IRLP,Commands,Notes,Coordination,Last update
449.25,-5,123,K0UPS,Cedar Point,CO,OPEN,EI,,131.81,E,Node Offline,08,9583,39.37030029,-103.8010025,449.25,444.25,123,123,Elbert,DM89CI,On-Air,"I-70 Limon, Co area.",K0UPS Club c/o N1UPS,Full duplex node.,3349,3349,** [StarStar] Prefix for Echolink Node.,"K0UPS Buster Brown Radio Club. North West of Limon, Colorado.",CCARC,2020-04-23
