Frequency,Offset,Tone Up / Down,Location,County,Call,Use,,state_id,ID,Latitude,Longitude,Downlink,Uplink,Uplink Tone,Downlink Tone,Grid,Op Status,Sponsor,Affiliate,Links,Coordination,Last update
146.97,-0.6,88.5,Craig,Moffat,KB0VJJ,OPEN,,08,15577,40.51520157,-107.54599762,146.97,146.37,88.5,123,DN60FM,On-Air,Northwest Colorado Amateur Radio Association,Colorado Connection,Full-time to the Colorado Connection System .,CCARC,2017-01-06
