Frequency,Offset,Tone Up / Down,Location,County,Call,Use,,state_id,ID,Latitude,Longitude,Downlink,Uplink,Uplink Tone,Downlink Tone,Grid,Op Status,Coverage,Sponsor,Web links,Coordination,Last update
53.13,-1.7,107.2,"Colorado Springs, Cheyenne Mountain",El Paso,KC0CVU,OPEN,,08,8158,38.74499893,-104.86199951,53.13,51.43,107.2,107.2,DM78NR,On-Air,"Denver to Pueblo, CO",Cheyenne Mountain Repeater Group (CMRG),http://www.cmrg.org,CCARC,2020-04-23
