Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,DGTL,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,D-STAR Enabled,Node,Sources,County,Grid,Op Status,Coverage,Sponsor,Features,Coordination,Last update
1283.8625,-20,,KC0DS,Boulder,CO,OPEN,,S,32.39,NNW,,08,8220,40.03720093,-105.23000336,1283.8625,1263.8625,1,KC0DS (A) Repeater,jfindu lookup / dstar-users lookup,Boulder,DN70JA,On-Air,20,Boulder County ARES,E-power.,CCARC,2013-12-21
