Frequency,Offset,Tone,Call,Location,ST/PR,Use,Mode,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,YSF Digital Enabled,DG-ID,WIRES-X,County,Op Status,Coverage,Sponsor,Affiliate,Features,Nets,Web links,Last update
447.95,-5,,KD0SSP,"Dillon, Dillon Res.",CO,OPEN,Fusion WIRES-X,106.8,NNW,,08,19242,39.6092256,-106.0610787,447.95,442.95,1,Open ↑ / Open ↓,68959,Summit,On-Air,"Dillon, Silverthorne, Keystone, Breckenridge and the surrounding summit county",Denver Water Amateur Radio Club,DWARC,Fusion Repeater - Linked to 448.350 in Denver,SBC Net Monday at 19:00 and DWARC NET: Sunday at 19:30 Mountain Time,http://www.dwarc.com,2020-11-30
