Frequency,Offset,Tone,Call,Location,ST/PR,Use,Mode,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,WIRES-X,County,Op Status,Coverage,Sponsor,Affiliate,Features,Web links,Last update
447.8,-5,,K0SVT,"Loveland, Milner Mtn.",CO,OPEN,WIRES-X,124.77,NNE,,08,19448,40.493542,-105.181743,447.8,442.8,40027,Larimer,On-Air,I25 from Cheyenne to Thornton,Skyhub link system,Skyhub link system,"WIRES-X home base SkyHub 46361, steerable to any room by command",http://skyhublink.com,2020-12-15
