Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,DGTL,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,Uplink Tone,County,On-air,Coverage,Affiliate,Last update
147.195,0.6,107.2,KC0QXX,"Cedaredge, Cedar Mesa",CO,OPEN,,,169.89,WSW,,08,3745,38.90159988,-107.9260025,147.195,147.795,107.2,Delta,Unknown,Local.,Colorado District 25 ARES,2018-04-04
