Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,DGTL,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,Uplink Tone,County,Op Status,Sponsor,Features,IRLP,Coordination,Last update
146.7,-0.6,107.2,WB0QMR,Breckenridge,CO,OPEN,I,,61.75,W,,08,23,39.4817009,-106.03800201,146.7,146.1,107.2,Summit,On-Air,GRARC,E-power.,3972,CCARC,2013-01-07
