Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,DGTL,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,Uplink Tone,Downlink Tone,Location Photo,County,Grid,Op Status,Coverage,Sponsor,Features,Coordination,Last update
223.96,-1.6,103.5,WD0EKR,"Canon City, Fremont Peak",CO,OPEN,,,3.53,W,,08,31,38.45420074,-105.29000092,223.96,222.36,103.5,103.5,1,Fremont,DM78IK,On-Air,Wide area. Repeater Coverage Map,RGARC,"E-power (Bat), Remote Base",CCARC,2017-10-04
