Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,DGTL,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,Uplink Tone,Downlink Tone,County,Op Status,Sponsor,Coordination,Last update
449.9,-5,107.2,N0AFO,Vail,CO,OPEN,,,102.82,NW,,08,243,39.64030075,-106.37400055,449.9,444.9,107.2,107.2,Eagle,On-Air,ECHO,CCARC,
