Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,DGTL,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,Uplink Tone,County,Grid,Op Status,Coverage,Coordination,Last update
448.25,-5,123,N0KG,"Colorado Springs, Broadmoor Area",CO,OPEN,,,56.12,S,,08,8198,38.83390045,-104.82099915,448.25,443.25,123,El Paso,DM78OU,On-Air,Colorado Springs,CCARC,2018-09-25
