Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,DGTL,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,Uplink Tone,County,Op Status,Coverage,Features,Web links,Coordination,Last update
449.6,-5,107.2,N0XLI,"Glenwood Springs, Sunlight Peak",CO,OPEN,,,133.11,W,,08,255,39.42639923,-107.37999725,449.6,444.6,107.2,Garfield,On-Air,Wide area.,e-power Linked to GMRA open system,http://www.gmra.org,CCARC,2018-01-15
