Frequency,Offset,Tone,Call,Location,ST/PR,Use,Mode,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,YSF Digital Enabled,DG-ID,WIRES-X,County,Op Status,Coverage,Sponsor,Affiliate,Features,Notes,Nets,Web links,Coordination,Last update
448.35,-5,225.7,KD0SSP,"Lakewood, Moffat Treatment Plant",CO,OPEN,Fusion WIRES-X,90.08,N,,08,17349,39.75059891,-105.1230011,448.35,443.35,1,Open ↑ / Open ↓,60777,Jefferson,On-Air,Denver Metro and surrounding 50 mi radius.,Denver Water Amateur Radio Club (DWARC),https://www.skyhublink.com,Linked to SKYHUBLINK,Linked to multiple repeaters around CO and the West US,SBE SKYHUBLINK NET: Monday 19:00 MTN DWARC Weekly NET: Sunday 19:30 MTN,http://www.DWARC.com,CCARC,2020-10-19
