Frequency,Offset,Tone,Call,Location,ST/PR,Use,Mode,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,D-STAR Enabled,Node,Sources,County,Op Status,Sponsor,Coordination,Last update
449.65,-5,136.5,WR0AEN,Denver,CO,OPEN,DSTAR,148.24,W,,08,8212,39.73759842,-104.98500061,449.65,444.65,1,WR0AEN (B),jfindu lookup / dstar-users lookup,Denver,On-Air,Colorado Amateur Repeater Network (CARN),CCARC,2012-11-16
