Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,DGTL,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,Uplink Tone,County,Op Status,Coverage,Sponsor,Web links,Last update
447.625,-5,100,KE0SJ,Lochbuie,CO,OPEN,,,26.9,NNE,,08,9771,40.00719833,-104.71600342,447.625,442.625,100,Adams,On-Air,Local/North Metro,Intermountain Repeater Group,Intermountain Repeater Group,2015-05-23
