Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,DGTL,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,Uplink Tone,County,Op Status,Features,Links,Coordination,Last update
927.8,-25,D116,W0MOG,Colorado Springs,CO,OPEN,,,56.12,S,,08,3537,38.83390045,-104.82099915,927.8,902.8,D116,Teller,On-Air,6,"Full-time to 448.60000 (W0MOG) at Colorado Springs, CO .",CCARC,2012-11-10
